,0
26083,넵튠 과연 어디 까지 떨어질까.......
26084,넵튠 좀 떨어진게 대수냐??? 믿음이 없냐?
26085,오늘은 좀 조용히 넘어갈거같네
26086,네이버 대박터짐
26087,우바 ㅅㅂ 대체 언제쏘냐고!!
26088,넵튠 40층주민 아직실존함?
26089,겜주식 보는 씹게이들 주목
26090,넵튠 -20% 입갤 ㄷㄷ
26091,지금 넵튠 망하는거 보는 주갤러들 심정은
26092,간호조무사 번호따고싶은데. 퇴원할때 내가 딸까? 내번호를줄까?
26093,학식충 테마주탓다
26094,회사사람이 삼전 상속세 내면 
26095,자 넵튠 드가자~
26096,왜 체결이 안되노
26097,크아악 넵튠 도망가~!!!!
26098,셀케걍아까팔껄
26099,넵튠 매수벽 어쩌고 하던놈들아
26100,손절이란게 이런거구나
26101,주린이 사고파는법 배우기
26102,넵튠 22층간드아 가즈아~~~~~~~~~~~~~~~~~~~~~~~~~~~
26103,멍청이 인증.jpg
26104,1억들고 단타하면 하루에 천만원 버는 사람들도 있을까?
26105,넵튠2.2
26106,넵튠 현상황 ㅋㅋㅋㅋ
26107,아씨발좆박는다ㅋㅋㅋㅋㅋㅋ
26108,수익실현언제해?
26109,넵툰 2.3층도 뚫리겟노 ㅋㅋㅋㅋㅋㅋ
26110,대웅 대웅제약 상한가 언제가냐
26111,씨발머냐 셀케 꼬라박는데??
26112,뭐야 씨발
26113,넵튠 얼마에 주워야 잘 주웠다는 소리 들을까?
26114,수익 실현 언제 해야되냐
26115,진에어 vs 제주 vs 반반씩
26116,오늘 장 이상한거같아
26117,주식은 함부로 파는 건 아닌모양 
26118,넵튠 8천원 가도 괜찮다
26119,10배 오르는 주식 알려준다
26120,넵튠은 2만원 깨지면 들어갈만한 듯
26121,이제 코로나 막바지고 단타는 끝났다
26122,HMM vs 제주항공
26123,금일 ㄹ단타종목 추천 ㄱ
26124,넵튠 2.3
26125,금욜이라 그런지 다들 몸사라리냌ㅋㅋㅋㅋㅋ
26126,넵튠 환불 가능하냐?
26127,일양 가자~~
26128,넵튠 어제 손절해서 다행이다
26129,삼전 배당락 이후 가격 떨어짐
26130,넵튠 야수들 근황.jpg
26131,대한항공 22프로 먹었는데 유증전에 팔아야해?
26132,영화에 존나 명대사가 하나있지
26133,넵튠 건전한 유기농 조정 이걸로 끝난듯ㅋㅋ
26134,모베이스전자 왜 이리 떨어짐??
26135,코로나 피해주 3대장 뭐있음
26136,애미 씹 셀케 16만원에서 빌빌처기어가노
26137,다음주 먹고 싶거든
26138,일양약품 왜 오르는거에요??
26139,씨발 넵튠 24150 진입했다가 24층 깨지는거보고 바로빤스런함
26140,지금시기에 진짜 현명한 투자종목은
26141,hmm이랑 이트론 들어갔다
26142,lg디스플vs제주항공 픽좀
26143,호재종옥 뜸 돈있으면 펄어비스 들어가셈
26144,삼전 개미들 공감...ㄹㅇ
26145,냅툰 23800 저점이다
26146,뉴비 주식 입갤함
26147,특수건설은 왜 안오르는거?
26148,주린이 도움좀 제발 돈 다 잃어 ㅠㅠ
26149,솔직히 삼전은 나스닥이였으면 최소 3배아님?
26150,은행앱내에서 쇼핑 음식 가능하게 하는 플랫폼사업 한다네
26151,고수님들 삼전우 삼전 반반하 ㅣ까여?
26152,개잡주 사지말고 초저평가 기업 삼전 사라고 누누히 말했는데
26153,대웅 언제 손절해야하냐
26154,"나 기숙사 살때 ㄹㅇ미친놈봣는데,,,ㅋㅋ 기숙사들어가지마"
26155,요즘 주식이 트렌드임?
26156,주린이 픽
26157,넵튠 23층입갤
26158,삼성 거품 좀 걷히면 들어가야겠다
26159,넵튠을 사고 싶으면
26160,넵튠저점 노리지말고 펄어비스 들어와
26161,넵튠 내일부터 따따상 간다
26162,신한금융투자 수수료 질문
26163,에스씨엠생명과학 개쳐물렸네 ㅅㅂ
26164,전 세계 국력 순위
26165,이제 800만원만 더 오르면 된다
26166,21살이고 주식 시작할라는데
26167,삼전 삼전우 댄공 모으는거 어떰
26168,수수료 가장 싼곳 어디냐
26169,이트론 100주 지금 들어가는거
26170,주린이 코디엠 익절
26171,스드도 엔터주임?
26172,넵튠살바에는 에이비를 사라
26173,국내주식 키움에서 하는 애들은 왜그러는거냐?
26174,삼성에 빠따가 춤을 출까 안 출까?
26175,기관이 또 다 받아주는건 뭔일이래
26176,"사나이의 주식 ""포메탈"""
26177,셀케 오늘도 줍줍 + 테슬라 잡 이야기
26178,넵튠 상남자 테스트 끝 ㅋㅋ
26179,너희들 한강뷰 원하면 넵튠 사라
26180,건설업주 조심해야하는이유 정리해준다
26181,이거 존나 웃기네 ㅋㅋㅋ
26182,오늘 100만먹자 넵튠 ㅋ
26183,치타는 웃고있다
26184,용느도 돈버는 장인데
26185,포인트모바일
26186,넵튠 1만대 오면 매수해야지
26187,계좌 까이면 신상 털림?
26188,친구들 폰 바꾼다는데 갤럭시 사라고 부추긴다 ㅎ
26189,주식 취미로 처음하는데 1000만원으로 뭐사는게 좋을까?
26190,한솔홈데크
26191,연봉 벌엇다 수고해라 .
26192,요즘 사는 게 재미 없었는데 넵튠 덕에 꿀잼 됐누
26193,시바 ㅠㅠ 십만원 손절해따..
26194,근데 왜 무조건오를거같은 꿀종목은 공유안하려고함?
26195,넵튠 개새기야
26196,삼전우 5만원에 샀는데
26197,주린이 백만원으로 시작할거에요
26198,신테카 물였는데 어떻게해??
26199,근데 니들 삼전우 몇층임?
26200,주린이 주식은 걍 네이버경제뉴스만봐도 수익률 가능?
26201,이 눈에서 흐르는 액체는 무엇이지..?
26202,포인트 모바일 이 사발레타 새끼들
26203,삼전 12월28일 지나면 좀 내리지 않을까?
26204,단일가는 30분마다 시장가로밖에 매수매도 못함?
26205,나는 누구?
26206,대충 삼전 삼중 현대차 댄공 한전 이런거사면
26207,학식충. .  머하는회사임?
26208,주린인데 결단을 내려야 할때가 슬슬 온거같다
26209,넵튠 비쌀때 빨리 파는게 좋습니다 내용 必
26210,깝치지마
26211,"본인 나이 ""20"" 시드머니""400만"""
26212,넵튠 금요일 존버할래다가 어제 거래량 급감한거보고 뛰어내렸는데
26213,주린이인데 출금 왜 안돼나요?
26214,ㅋㅋㅋ 시발 진짜 손절하고 나니까 보이네
26215,이화저너기 끝났나보네
26216,시발 한전 .... 어카지
26217,두산인프라코어 어제 팔지말걸 씨ㅡ발
26218,지금 우리 그룹끼리 좀 당황하긴 한 넵튠 생각보다 유지되서
26219,단타종목은 고르는 기준이뭐야? 
26220,주린이 오늘 과자값 벌었어오
26221,이거 가만 놔두면 오를까? 
26222,대한항공 아까 팔걸
26223,지금 삼전 72.8인데 빼고 삼전우타면됨???
26224,오르기전에 사놓고 버텨라
26225,넵튠은 어제가 진짜 마지막기회였다
26226,카카오랑 네이버 고민되네
26227,한전 사말아
26228,주린이 디케이앤디 단타 성공
26229,또올랐네
26230,유튜브 조회수 뽑는 획기적인 방법 생각해냈다
26231,형들 차트 어디서봄?
26232,삼성직원들도 주식많이 함??
26233,주린이...  넵튠 때문에 죽고싶어요..... ㅠㅠ
26234,해외주는 왤케 떼가는게 많음?
26235,Kmh 경영권 싸움 났다더니 상 찍었네
26236,포인트모바일 망함??
26237,어제 cgv 추천했는데
26238,나 자러갈게
26239,군적금 400마넌 삼전우 47000일때 사놨는데 개꿀띠네 ㅎ
26240,내가 몇번이나 말했지
26241,사람들 주식 재밌고 돈버는게 실력이라고 생각하겠지
26242,신성이엔지 어떰
26243,반도체·車·무선통신 다 늘었다…이달 초 수출 27% 폭증
26244,ㅋㅋㅋㅋㅋ넵튠 하이먼민스키 그대로가네
26245,넵튠얘기는 계속 나오겠지...
26246,저번에 넵튠산다는 고닉 있었는데 누구였지
26247,현재 넵튠 상황.jpg
26248,팔만전자 언제 갈까요?
26249,주린인데 삼전이 올랐더니 더 사고 싶어요
26250,애플도 횡보한 적이 있는데 역사상 최고점 삼전에 들어가는 건 자살행위
26251,오늘 아침에... 현건기에 4퍼빨림
26252,넵튠이야기 좀 그만해 재미없으닌까
26253,오늘 넵튠-1100 대웅 +750 이게 주식이지 ㅋㅋㅋ
26254,진지하게 주식으로 돈버는건 둘째 치고 꿀잼임
26255,만도 시발아 ㅠㅠ 아프지마
26256,넵튠 시총 4000 예상
26257,주식하는 사람이 멋있는 이유
26258,아까 대웅550먹은애다 내가대웅사라고했지
26259,안녕하세요 주린이입니다.
26260,후.. ㅋㅋ 지금 넵튠 바닥 만드는중 이네 ㅇㅇ
26261,넵튠 그냥 팔음 
26262,대웅 한번쯤 내려가보자
26263,코인 씨발 500퍼 급등ㅋㅋㅋ 주식 하지 말자
26264,사기 제대로 당하고 시작한다.
26265,넵튠 30층인데 그냥 안뛴다 어차피 잃을 것도 없고 이젠
26266,올 하반기에 대형주 들어가서 돈좀 먹은 주린이들
26267,이지바이오 어때요
26268,확실히 주식시작하고 돈개념이 사라짐ㅋㅋㅋㅋ
26269,한솔제지 이름 뭘로 등록되 있냐?
26270,이거씨발 뜰거같은데 뚫질못하네
26271,삼전사기 vs 삼전우사기
26272,넵튠 좀 아쉽다
26273,아이에이 간다
26274,"주식 재미없어,,"
26275,넵튠 버틴다 ㅠㅠ
26276,대웅 몇퍼더오름ㅇ?
26277,gh 110층인데 더오르겠지?
26278,넵튠 2만원 찍고 1월달에 2만 6천원으로 반등한다 
26279,정치쪽은 진짜 개도박아니냐 ㅋㅋㅋㅋㅋ
26280,주린인데 내 초이스 어떠냐?
26281,삼전우 외인 비율 80프로다 
26282,오후장부터 넵튠반등할듯
26283,좆튠 얘기 그만하고 대웅이나 와라
26284,개잡주 등어가서 성공한거 국일제지 있는데
26285,차라리 넵튠을 저점에산다하면 이해라도함 ㅋㅋ
26286,셀케 지금 들어갔는데 더 오르긴하려나
26287,미국 양적완화.금리 계획지금 어떻게되냐?
26288,삼전 평단 7만2천 200주샀더
26289,주린이 2주차 개잡주....
26290,만도 어디까지 흐르냐 ㅅㅂ
26291,내가 살때마다 떨어지는건 뭐임 대체?
26292,병신아. 공포에 사라.
26293,삼전우 배당락끝나고 나락 한번 갈거같은데
26294,삼전이랑 삼전우중에 뭐 사는게 더 낫겠냐?
26295,넵튠개미들이 진짜무서운건 크래프톤얘기만하면 발작일으킴
26296,넵튠 적정가가 24층이였네 ㅋㅋ
26297,승인 언제떨어지냐?? 우바 내리고십은데
26298,대웅 아침에 팔지말껄ㅋㅋㅋ
26299,코스피 3000 갈것같냐?
26300,뒷집 뽀삐 앞집 박점례도 주식하는시기
26301,주린이 궁금한점있습니다
26302,나 상치는건 절때 안사는데
26303,팩트는 다들 삼전 장투라고 말하면서
26304,삼전사고 물렸네 운운하는 새기도 갤에 잇는거보면
26305,환율 떨어질거면 좀 빨리 더 떨어졌으면
26306,아 제주항공 너무 비싸게들갔나?
26307,30.... 여기는 30층.... 응답... 응답 바란다
26308,여기있는사람들은 실시간으로 외국인이랑 기관들어오는거어캐암
26309,거래량 3천따리주당 10만원 
26310,넵튠 사려는 놈들보셈
26311,넵튠 이제 오를호재 없냐?
26312,의료장비 보톡스 주식사라
26313,재무볼때 부채는 자산의 어느정도가 적정선임??
26314,내 글 벌써 디씨 자체에서 박제 들어갔냐?
26315,댄공 천만원 사놧다 내년에보자
26316,어제 대웅 상따안한ㅅㄲ없지?
26317,기관매도보다 매수가 월등하게많다는건 오를거란거야?
26318,어케 안전주가 삼전 하이닉스 카카오냐?
26319,키움지금 환전신청하면 돈언제들옴?
26320,본인 개잡주에 재료믿고 드갔다가 물렸는데요...
26321,아 씨발 사자마자 치킨값날리고 물렸네 ㅅㅂ
26322,"어재 일양약품,신풍제약 나락 간다더니"
26323,넵튠 1퍼 기다릴때 다른종목은ㅋㅋㅋ
26324,"근데 진짜 하루에 100,300먹으니까"
26325,아무리봐도 넵튠보다
26326,한전 23.45층에서 탓어
26327,넵튠 22층대에서 산사람이다
26328,강랜 24050에 박아뒀는데
26329,삼성말고 안전빵 장투종목뭐있냐
26330,삼전 지금 풀매 들어가는거 별로임?
26331,대웅 16일 전까지 꾸준히 오르는 거 아님?
26332,집착하는 여자친구 ㅗㅜㅑ ㄹㅇ . TXT
26333,넵튠 지금 들어가면 
26334,넵튠 단타투기하는 애들보면 안타깝다 ㄹㅇ..
26335,넵튠 딱봐도 뻔하지않냐
26336,전부 매도 때렸다.
26337,동전주 암거나 추천점
26338,이거 드립이길빈다 제발 
26339,__
26340,형들 나 상근으로 복무중인데 질문좀
26341,엄마가 자꾸 주식 뭐샀냐고 물어본다 ㅡㅡ
26342,환율 어케들 보냐?
26343,금요일 장이 원래 이렇게 혼잡함?
26344,넵튠 주식때문에 게임도 망하게 생김
26345,삼전 117주 오늘 살까 월요일에 살까?
26346,대웅 무슨일 잇냐???
26347,시드 100으로도 나눠서 넣어야함?
26348,인간적으로 대머리들이 사야할 주식 알려준다
26349,넵튠 20층인애들은 걍 갖고만 있으셈
26350,나무 어플 이거 왜이러냐? 호가창 안움직임
26351,시발 이새끼들 하루종일 넵튠거리노
26352,삼전좀 그만사봐 씹새끼야진짜
26353,야 이제야 넵튠 상간다~~
26354,넵튠 10층대에서 아직간보는사람있음?
26355,삼중 만원각 보인다
26356,넵튠 ㄹㅇ 호재 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
26357,대웅말고 에이비사라
26358,그냥 일편단심 댄공이나 하련다
26359,넵튠 24층이고 ㅋㅋㅋ
26360,게시판에 대웅 글이 많네 고점이다.
26361,대웅제약사라 지금이다
26362,대웅 메디톡스랑 쌈질 끝남?
26363,대웅 물린병신들 기어들오노
26364,넵튠매매하는건 물타기 하는거냐??
26365,넵튠 카톡오픈채팅방 다 터짐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
26366,지금 매수해야할거
26367,대웅은 블랙넛밖에 모르는데
26368,뭐야 시발 테슬라 지금떨어지는중임?
26369,대웅이머냐 대웅제약이냐 대웅이냐
26370,TGA최고 아웃풋 붉은사막 나왔는데 펄어비스 주가는
26371,대웅 따상일듯 
26372,????넵툰 어디까지가는거냐?
26373,한화손해보험 매도벽10만개 치움 ㅅㅅㅅ
26374,"오늘 어플 처음깐 주린인데,"
26375,대웅 지금 사라
26376,공기청정기 회사 뭐 있냐?
26377,신성이엔지 어때요?
26378,치직...지...직 30층 1600만원 아직 생존중이다...
26379,셀케 16.8층 빼? 
26380,넵튠 종목분석 공유해준다 ㅇㅇ
26381,진지하게 넵튠 펜트하우스는 중국몽뿐임
26382,대한항공 이륙하노 ㅋㅋ
26383,*******************이트론 급매*********ㄴ**
26384,넵튠은 조만간 음모론까지 돌거 같다
26385,갓직히 넵튠 지금도 거품같은데
26386,한전 줍줍
26387,*******************이트론 급매***************
26388,지금 대웅 대웅제약 빨리 사라 ㅄ들아 코로나 치료제모르냐
26389,삼전우 오늘 7만은 못가겠지?
26390,현대중공업쥬지 산사람있음?
26391,아직 넵튠물려있는사람 댓글달아주셈
26392,한화손해보험뜩상ㅅㅅㅅ
26393,킹튠!짱튠!갓튠!
26394,ㄹㅇ 갤 꼬라지보면 주식이 아니라
26395,치킨 3마리값이 8마리 값이 되버렸다
26396,야 근데 삼성 너무 오르면 이재용 부담스러워 하는거 아니냐?
26397,곧 배당일인데 왜 맥쿼리 안오르냐??
26398,"사나이의 주식 ""포메탈"""
26399,넵튠 물렸으면 빨리 빠져라
26400,아까 부광약품 들고가기 애매하댔는데 누가
26401,나 제주항공 16층인데
26402,코스피 개떡락장에 성공하는 종목
26403,증권사 api 쓰는 사람 있냐?
26404,지금 한라들어가있는사람
26405,한화손해보험 흡성대법 ㅅㅅㅅ
26406,주린이 그냥 어플 지우고 일주일에 한번만 보련다....
26407,넵튠 들어간 새끼들이 한탕충임?
26408,오늘 아침에 넵튠 팔고 kmh 샀으면도대체 얼마를 벌었냐?????????
26409,넵튠인가 냄뚜인가사라는새끼야
26410,강원랜드 왜 사냐고?
26411,넵튠 22층인데
26412,나 첫주식이 넥슨 지티였는데
26413,테슬라 몇주 사고 묵혀뒀다가 보니까 존나올랐네..60퍼오름
26414,모든 사업체 매매 한곳에서 하는곳 알려준다 
26415,넵튠 34390에 1300만원 넣었는데....
26416,ㅋㅋㅋ시발 43층 어제 28층에서 정리했는데
26417,강원랜드를 왜 사놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
26418,Dsc 물렸다.. 어떡하냐 
26419,한화생명 가보자
26420,주식 팔아야되나 질병청 3단계 거리두기 언급.
26421,넵튠 손절하니까 맘은 가볍다
26422,주린이가 생각하는 삼전이 조정이 없는이유
26423,넵튠 금호 타이어 꼴 나는거 아니냐
26424,bgf 뭐임??
26425,우량주
26426,첫 시작으로 넣은 넵튠....
26427,지금 대웅사라 넵튠손절때리고 빙신들아제발ㅋㅋㅋㅋ
26428,주갤에 병신정자 하나 더 입갤했누(feat.세븐브리지)
26429,쫄보 주린이는 이정도만
26430,*******************이트론 급매***************
26431,"사나이의 주식 ""포메탈"""
26432,이거 삼성즌권 사놓고 어플지워도 나중에 볼수잇지?
26433,주린이 증거금부족 왜뜨는거임?
26434,야놀자도 코스피나 코스닥에 얼른 상장해라..
26435,삼전우도 7만 가나? 
26436,대웅왜 올라가냐??
26437,넵튠 세력 다 빠졌네 매수 ㄱㄱ
26438,주갤 올바르게 쓰는법
26439,이게 넵튠의 미래다 잘 봐둬라 ㅋㅋㅋㅋ
26440,삼전우 미쳤노 ㄷㄷㄷㄷㄷ
26441,종근당은 왜 갑자기 오른거야?... 이해가안데네
26442,형님들 어케하죠???
26443,아 세일 안하냐?
26444,삼성전자 조정안오냐?
26445,내년에까볼건데 댄공vs강원랜드
26446,넵튠 30층인데 회생 가능함?
26447,인간 억제기다 내가
26448,2천만원으로 삼전가면 30만원 복구가능?
26449,넵튠 지옥간다ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
26450,넵튠으로 1100날리고 대웅으로 550먹었네 씹ㅋㅋㅋㅋㅋ
26451,삼전같은 우량주 분할매수하려면 가격대 어떻게 나누는거임?
26452,코로나때문에 코스피 오르는거 같다
26453,허허 ㅋㅋ 넵튠에 시체들 많네요 ㅋㅋ
26454,단타해볼라는데 모르니까 못하겟다
26455,엄튠 28층 고민중..
26456,넵튠으로 45만원날렷다
26457,주식 큰 돈 걸고 하면 진짜 신경쓰느라 암걸려 뒤지겠다 ㄷㄷ
26458,주린이 그냥 삼전사면 됨?
26459,현차 장투 가기에 괜찮음?
26460,사람들 인버스는 잘 안사나?
26461,삼성전자 왜 팔아?
26462,주식고수들 조언좀 부탁한다 -30%임..
26463,포인트모바일 한번만 더 떨어져봐
26464,넵튠 마이너스5천원 ㅋㅋㅋ
26465,형들
26466,주식왜이렇게쉽냐
26467,오늘 항공주 뭐있나?
26468,기관에서 존나 터는데 외인이 다 쓸어가는 경우는
26469,아이에이 914에서 물려서 존버타다가 급상승하길래
26470,광림이랑 대한전선 대놓고 작전주 아니냐?
26471,11 층부터 모은 넵붕이 관점으로
26472,키움계좌
26473,한전 흐르네
26474,삼전우가 왜 삼전보다 날뛰냐
26475,주식고수들만
26476,디케이앤디 아직 세력 덜빠졋냐?
26477,시발 꿀잠 자느라 넵튠 못 팔았다
26478,주식 5년해서 집사고 결혼하는 꿈을 꿨다.
26479,아 대웅 올라가서 배아파
26480,와 ㅅ발
26481,넵튠 시발놈때문애 병생김
26482,대웅에서 상한가 마구 찍던 넵튠이 보인다
26483,한전 지금 매수타이밍~
26484,넵튠 대한전선 느낀점
26485,lg디스플레이 팔아줘...
26486,어제 한국조선해양 101500원에 걸어놨는데 매수못함
26487,다들 주식 느낌대로 사냐?
26488,대웅 미쳤어 상한가 무조건 가겠는데
26489,2차 전지 어디로 들가야 함?
26490,대웅제약 거하네 ㅋㅋ
26491,한국전력갑자기 왜떨어지는거 ㅠㅠ
26492,이번 주식 존나 기대되는 이유
26493,종근당바이오 머냐 오늘
26494,씨발 하루도 안됐는데 300잃었다...
26495,삼전우 연말에 사는게낫냐?
26496,넵튠이 존나 소름끼치는 이유
26497,결론적으로 말해서 삼성전자 산 사람이 가장 큰 승리자다
26498,아모레 달달하다
26499,강원랜드 지금 들어가긴좀늦었나?
26500,삼전은 대체 왜 안떨어지는거냐
26501,주식 팔아야 니 돈 된다는 새끼들 좆한심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
26502,그린케미칼 지금 매수할까?
26503,주식 단타로 안해먹고 배당 먹고 살려면
26504,삼전은 빛투 많냐?
26505,대웅 언제 내리면 되냐
26506,주린이 오늘자 계좌 헤헤 
26507,주린이 명신산업
26508,머웅 2연상 뭐고? 메디톡스 패소했냐??????
26509,넵튠 알다가도 모르겠네 나는 빠지면 ㄹㅇ 하한가 칠줄 알았는데
26510,녹십자셀 2달 기다렸다
26511,한전씨발떡락뭐고
26512,아 넵튠 어제 29층 갔을때 팔았어야했는데
26513,아니 주식이 내가 이득보면 누가 손해보는거라며
26514,이거 매도 하고 돈 언제들옴?
26515,원익 어떻게보냐?
26516,삼전 일주일짼데 존나 수익률 안오르네 먼 개 ㅈ같은 종목이냐
26517,현차 왜 멈췄냐
26518,안목 있는 사람은 주식도 좋은거 사는구나 
26519,진심 울 나라 백신 맞기 전에 치료제 나온다 
26520,대웅  소리질러!!
26521,zzz 넵튠 물린 새끼들 존나 웃기네 ㅋㅋㅋ
26522,이제 주식으로 돈 먹는 방법을 알 것 같다
26523,현백 8만가는 그날까지
26524,주식 계좌 개설
26525,디케이앤디 호재냐 작전주냐
26526,제주항공 장투목적으로 풀매수하는거어떻게생각해?
26527,주린이 주식 계좌 개설
26528,이거 넵튠 호재냐?
26529,시발 유나이티드제약
26530,"국내중에 인터넷, 서버 관련주는 머가 있나여?"
26531,넵튠 43층 빛투
26532,어떤주식이든 외인 기관 프로그램이사면 올라가니까사는거임??
26533,글로스퍼랩스 매수타이밍이다 ㅇㅇ
26534,유가상승한다... 정유주에 올라타자
26535,좆나 안좋은 소식 알려줄게 
26536,블랙 서바이벌 일본어 음성 업데이트!!!!!
26537,근본있는 계좌 인증
26538,대웅 얼마오면 들어갈까
26539,주린) 삼전우는 12월 29일날 팔묜됨?
26540,좋은주식발견
26541,이런건 빨리빠지는게 좋냐?
26542,서연탑메탈반등준비 ㅅㅅㅅ
26543,나 삼전 사도 돼??
26544,넵튠 호재떳다 이거보고 매수했다
26545,삼전이랑 삼전우 중 왜 삼전 사는거야
26546,한진칼새끼들이 코로나끝나기 전에 유증안하려고할듯
26547,주식판에서 차트보고 매매하는 새끼는반드시 깡통찬다
26548,넵튠 잡주 그만보고 포인트모바일 와라
26549,속보) 넵튠 호재
26550,25살 2달만에 -1200찍고 복구한 썰
26551,2주째 추천하는데 아직도 고민중?
26552,주식 증권사 옮기는건 못함?
26553,기관들 지주사 ㅈㄴ게 사네
26554,대웅 시발 오늘아침에떨어지길래 42에서손털었는데
26555,삼전을 도당채 왜 않사는거임????????????????
26556,넵튠이 한국의 테슬라인 이유
26557,넵튠이 가성비가 좋노
26558,넵튠은 최고의 엔터회사는 맞다
26559,삼전과 삼전우 4천원차이 실화냐 ㅋㅋㅋ
26560,삼성전자 삼성전기 가진 거 다 팔았다
26561,삼전 광기 미쳤네
26562,삼전이랑 삼전우 말고 들어갈만한거 뭐있음?
26563,대웅 저거 머냐 ㄷㄷ
26564,씨2발 대웅 진작탈껄 넵ㅇ튠개병2신같은 주식
26565,와 단타 ㄹㅇ 개웃기네 ㅋㅋㅋ
26566,주가 핵심은 소지자 심리 아니냐? 
26567,한전 지금 들어갈만 하나요
26568,아직도 블서 때문에 넵튠 주가 오르락내리락한다생각?
26569,대웅 잘간다~  언제 팔까
26570,웡래 도요타랑 삼전이랑 주가 비슷하지 않앗냐?
26571,2주차 주린이 수익내역 ㅁㅌㅊ?
26572,중국 놈들이 정말 간이 부은듯
26573,종바 뭔데 개떡상함?
26574,삼성증권 원래 이래?
26575,나 장투하고 주주총회 콜라따위관심 없는데 그러면 삼성전자우 사는게 좋지?
26576,넵튠 10층오면 풀매수들어간당
26577,넵붕이 야수의 심장을 가지고 있다
26578,셀트 헬케 단타치는법알려줌
26579,코로나 라이브 우상향이면
26580,삼전우는 매년8월에 사는거다 주린이들아
26581,지금 속보
26582,댄공 유증하면 들어가려는데
26583,대웅형제 또 상치네요 개쩌네 ㄷㄷㄷㄷㄷㄷ
26584,삼전우 외국인들 많이 팔고 나가더라
26585,뀔뀔
26586,형님들 넵튠 7만원 손해보는 중인데
26587,내년에 이렇게 될 것 같아
26588,대웅 지금들어가도대??
26589,대한항공 유증전 까지는 안 들어가려는 이유
26590,주식이 생각보다 쉬운 이유
26591,넵튠 팔았다
26592,잡주 들가는 사람은 어케들가능거임?
26593,셀케 가나?
26594,다음주 코스피 어떻게봄??ㅇㅇ
26595,넵튠45손실본거 딴걸로 다매꿈 ㅋㅋㅋ
26596,기관이 넵툰 줍는이유는 2.4가 넵튠 적정가이기때믄임 ㅋㅋㅋㅋㅋㅋ
26597,"정보,계절주)얘들아 개념 좀 올려줘 ㅠㅠ"
26598,삼전 삼전우 둘다 사는건 의미없는 짓임?
26599,외국인 순매수 4위가.. 곱버스
26600,넵튠주식이 진짜 무서운 이유
26601,넵튠 43000원 주민 특징
26602,단타칠거없냐
26603,얔ㅋㅋㅋ 넵튠 오른다
26604,내년에 주가 최소 40% 빠진댄다
26605,원래 주식이 분산투자가 기본임??
26606,생건 160 다음주에올줄알았는데
26607,기관은 넵튠 왜 줍고있냐
26608,"스윙, 장투가 미래다"
26609,근데 넵튠 42층 몇분이나 버티고내려옴?ㅋㅋ
26610,넵튠은 장대양봉 나와주는게 나을텐데 ㅋㅋ
26611,넵튠 지금 줍줍 타이밍인거 같은데 맞지?
26612,난 넵튠이 믿어
26613,우바 갑자기 수급들어오네
26614,오늘 신한은행 GS에 다태운다
26615,amd는 살만함?
26616,현대건설기계 들어간 사람있냐?
26617,대웅제약 14아래면 주워라
26618,재주항공 19200일때 매수주문 넣었는데 왜 아직도 체결이 안되냐???
26619,니들 같으면 댄공 유증맞고 주가 내려가면 파냐 ??
26620,잔다
26621,삼전우는 언제나 저랬다
26622,넵튠 41층 손절하고 대웅으로갈아탓다 40퍼손실매꾸러간다
26623,이화전기 오른다
26624,넵튠 10주 남겨놨는데 돈 버렸노 ㅋㅋㅋ
26625,근데 우바 외인들 계속 매집하는데 한번 쏘나
26626,때려쳐 병신아 뭔
26627,아니 왜 넵튠에 목 메냐고
26628,에스와이 다시 오르냐?
26629,주린이 드디어 양전!! 지렸다
26630,나 이주식 뭔 사고 칠것 같아~~
26631,테슬라
26632,ㅋㅋㅋㅋ 넵튠 단일가때 29900에 탔다가 촉이 쎄해서
26633,저번주 금요일에 넵튠 3.3에 패닉셀하면 병신이라고 누가 그랬는데
26634,넵튠에200박은썰푼다
26635,난생 처음 주식을 사봤어요..
26636,넵튠 왤캐 핫하냐
26637,넵튠 올해안에 7만 갈까?
26638,Amd 200만원 꼬라박을건데
26639,월 50씩 삼성전자 박는중인데 중간은 가겠지?
26640,원래 우선주는 연말배당받고 처분하는거아니누?
26641,삼성 보통살까 우선살까 
26642,한라 5.5에 넣고 구경중이였는데 vi걸리노 ㄷㄷ
26643,셀케 16층 입구서 빌빌대노
26644,이거뭐냐
26645,와 대웅 2연상 가냐 미쳤네 
26646,우리바이오 오늘 상친다
26647,i warn u to stop bubble gambling 도박
26648,넵튠 사실상 패닉셀 아니냐ㅋㅋ
26649,이러다가 갑자기 삼전 재고악재떠서 떡락하면
26650,아 대웅팔고명산오른다그래서샀는데
26651,주린이는 기회를 노리고 있다
26652,"사나이의 주식 ""포메탈"""
26653,블서 안해봣는데 해본사람 재밌냐?
26654,삼전우처돌았냐
